title,review
Odd Taxi,"At a first glance, this anime might be easily to look over due to its premise of character designs. However, its stylistic choice, is well, just that. Odd Taxi is different from other “furry fandom works,” since it has no plot about any sort of dichotomy between different species of animals. Its choice of characters being anthropomorphic animals has little relevance to the show. The relevance that it does have plays a major part in resolving any lose ends or questions the viewer may have. There is one element these anime typically share though, which is some type of close connection between two characters. Odd...Taxi doesn’t stray too far from this concept, though it would be best to leave this description as a vague semblance to these other “works.” Much of its thrill doesn’t come from the story itself, which is why watching watching one episode wouldn't be enough to satisfy some people. Its enjoyment is rewarded through uncovering Odd Taxi’s mystery as the story progresses. So, once the art feels familiar, the design choice of the cast should become ingraining.Odd Taxi tries to be a lot of things, but it could essentially be boiled down to a mystery thriller drama. The nature of these genres leads to most of the plot’s trend towards spoiler territory. So, the plot in this paragraph is mostly the bare bones of it. The setting takes place in Tokyo, though not the wealthiest area, since everyone seems to be in financial ruin. Everyone has some sort of secret or goal that they want to pursue to escape the mundaneness of modern life. The center of all of this is a seemingly atypical taxi driver named Odokawa. He seems to be rather content with his job as a taxi driver, either due to apathy or his close-minded nature. Part of the interest in this character is seeing what motivates a man who is unmotivated. He is a man who suffers from some form of an unfulfilled mid-life crisis. A man, who in stark contrast with the other characters, draws attention to himself for the sole fact of his reserved nature contrasts with the rest of the cast. The nature of his job leads him to meet with these eccentric people who just so happen to drag him along. Encounters with these recurring characters, which may seem unimportant, leave behind details that make the ending feel more complete. Additionally, Odd Taxi provide smaller details as a reward for those who pay close attention. It is not one of those shows where turning the brain off is the best to enjoy it.Most of its story relies on this characters, and much so to the point of its story more so being a series of events to show how these characters are relevant to the plot. Odd Taxi’s story is not linear, and entire episodes can be dedicated to the development of these characters. And much to their dismay, Odd Taxi does this quite well. Some of these background characters can be even more entertaining than Odokawa, whose schizoid nature could be off-putting for some people. Much of this though depends on how much screen time the characters get. Excluding the comedy duo “homo sapiens,” (they were irrelevant) I found these characters to influence Odokawa in some way. Many of the characters that largely annoy him, have the best, supposed “backstories.” One of them does so in the most petty and obsessive way after Odokawa inconveniences him. Other characters that did not get as much time to develop take interest in him for seemingly no reason. What makes him likable to me as a viewer doesn’t seem like anybody else in the story would like him voluntarily for who he is, sorry Capoeira girl. Perhaps I’m just as worn out as he is, but most of his interactions with her went over my head. Otherwise, most of the character’s intentions seem to be grounded in reality. I rooted for most of them throughout, because, oh Yaldabaoth, seeing these animals that slowly go insane and in turn make terrible decisions is hilarious. Perhaps Odd Taxi could have expanded upon these characters more. Though, how it could go about this is beyond me, since the pacing was already quite slow as is for an anime that is thirteen episodes. It is a lot easier to juggle three beanbags than five beanbags.I feel like its art doesn’t get as much praise as it should. Odd Taxi does this just as well as its characterization. Again, its choice of making its characters animals was mostly a stylistic choice. The designs are nicely done, and each one is distinguishable from the others. I like Fuyuki’s design the most, his design has an appealing color pallette. Most of the colors in Odd Taxi are more dark and muted which stands in stark contrast with Odd Taxi’s bright character designs, which helps these characters pop out. Much of its background has a texture similar to that of a comic book or smooth sandpaper. Odd Taxi was lacking when it came to its animation, which could have been better. This is especially noticeable with the cars, but everyone's movements itself were a bit janky as well. As a final point, the music was nice, it fit the scenery.Truthfully, Odd Taxi could not be considered a hidden gem anymore, since this anime was really well received ever since its release three years ago. Sure, it is still out of the public eye, but it pretty much did nearly the exact opposite of “fading into obscurity,” it got a spotlight, in the corner. Odd Taxi gives enough to hook people in the first episode, but not enough to the point where it becomes super engaging. Odokawa is an excellent choice for a main character, and the people he encounters vary in likability, which is largely influenced by the amount of screen time they have. Its art ties it altogether which makes it a more chill, standalone mystery/crime thriller for a pretty ordinary setting. Its slow pacing pays off at the final few episodes for those that notice the small details."
Kubo-san wa Mob wo Yurusanai,"Kubo Won’t Let Me Be InvisibleRating: 7/10You know that feeling when someone actually sees you—not just glances at you, but truly notices you for who you are? That’s what Kubo Won’t Let Me Be Invisible captures so beautifully. Watching this show felt like a warm hug, one of those experiences that leave you smiling even during the quietest moments.The story revolves around Junta Shiraishi, the kind of guy who fades into the background so effortlessly that he’s practically a living “Where’s Waldo?” game. And then there’s Nagisa Kubo—bubbly, charming, and just the right amount of mischievous—who decides that she won’t let him disappear into the...shadows anymore.My Experience Watching ItHonestly, I wasn’t expecting much when I started this anime. I figured it’d be another generic rom-com with teasing and cute moments. But what surprised me was how... human it felt. Junta’s invisibility isn’t just a gimmick; it’s a metaphor for how many of us feel at some point—ignored, unnoticed, or like we don’t matter. Watching Kubo go out of her way to make Junta feel seen hit me harder than I thought it would.There’s something so pure about the way Kubo interacts with Junta. Sure, she teases him (a lot), but it’s never mean-spirited. Her playful remarks always come with this undertone of kindness, like she’s trying to pull him out of his comfort zone while still respecting who he is. It reminded me of people in my life who’ve done the same for me—people who’ve nudged me toward growth without ever pushing too hard.What I LovedThe Atmosphere: The pastel colors and soft art style made the entire show feel like a daydream. It’s like stepping into a slice-of-life version of a warm summer afternoon.Relatable Junta: Let’s be honest—most of us have felt like Junta at some point. His struggles to stand out, his insecurities, and his moments of awkward bravery? I could see bits of myself in him.Kubo’s Energy: Kubo isn’t just the typical “quirky girl” trope. She’s full of life but never overshadows Junta. She makes him shine in his own quiet way, and that’s a dynamic I don’t see often enough in romance anime.The Little Moments: This anime thrives on the small things—Kubo waiting for Junta at the school gate, a quick smile, or a shared laugh over something trivial. These moments felt real, like they could happen to anyone, and that’s what made them special.What Didn’t Work for MeBut it wasn’t perfect. After a few episodes, I started noticing a pattern: Kubo teases, Junta blushes, rinse, repeat. It’s cute, but it does get repetitive. And while I loved the main duo, the supporting cast felt like props rather than actual characters. I wish they’d been given more depth because they had so much potential.Also, the romance moves at a glacial pace. Don’t get me wrong, I’m all for a slow burn, but this one felt like it was perpetually stuck in first gear. By the end, I was rooting for something—anything—to shake things up.Why I Gave It a 7/10Kubo Won’t Let Me Be Invisible is the kind of anime you watch when you need something light and comforting. It doesn’t try to be groundbreaking, and that’s okay. It’s like sitting on a park bench with a good friend—no big revelations, just a nice, cozy time.For me, it’s a 7/10 because while it warmed my heart, it didn’t leave a lasting impression. It’s a show I’d recommend to anyone looking for something wholesome, but not one I’d call unforgettable. Still, I’ll always remember the way it made me feel seen, in the same way Kubo made Junta feel seen.Would I Recommend It?Absolutely—if you’re in the mood for something sweet and easy to watch. It’s not a masterpiece, but it doesn’t need to be. Sometimes, all you want is a story that feels like a quiet celebration of being noticed."
"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made","There is one word that can describe the show: Forced.I’m gonna stop you now, if you want to enjoy the show and just want something to fill your time, go ahead, it can do that. But if you’re looking for a real good show to talk about, this ain’t it. And you can continue to see why.The plot? To put it simply, it’s like playing DnD with a lazy DM once every few months with no notes being taken. It’s a Shield Hero/Arifureta despair to victory style wannabe without the proper build up or effort to want to do so. They show his backstory, a...forced scene to show his and the class’ behavior, him being abandoned, his despair at that, secret power reveal, and his recovery, all within the first episode.Not revealing the actual details of the plot, it has the typical popularizing cliches, not the harem surprisingly, and convenient plot drops, things being perfectly in line to make things simpler. But this pushes it to another degree, setting sudden limitations, that would’ve affected earlier plot, to make the current situation more dire, then forgetting they exist in later similar situations and coming up with another restriction instead. Any minor obstacle is surpassed within the next few minutes without any build up, as if they were just setting it up as a safety net to stifle question. Characters, that seem world changing, are introduced and swiftly rid of, never to be mentioned again, solely to cover up plot holes or to show off the MC’s strength. There’s also sudden romance scenes that come out of nowhere, with the heroine falling obsessively in love with the MC quickly. And man, the author must’ve been horny while writing the first half of this show because people would not stop talking about how much they wanted to have a go and what they would do with the heroine.The MC himself is as consistent as the plot, falling into whatever suits the current situation from a “I fake I’m weak to surprise the enemy”, to “Bring it on b**** I’m stronger than you”, or from a compassionate, caring, good hearted guy, to a “revenge is my only drive” character. They set some of these things up as if he’ll keep up the act, but then seem to forget they did this until later on, where they’ll touch up on it since it’s convenient, then forget about it again.The class is given screen-time, but it’s more of a, this is where they are and what they’re doing, now back to the MC kind of thing, unless it advances the plot for the MC.For the music and art portion, I’m not a good judge, so all I can say is it’s not bad. There’s a lot of cgi for anything more complex than moving just the upper body. And a lot of repeating frames, with some looking awkward being looped. Some scenes don’t make sense, possibly due to plot changes. Music jumps around a bit, but isn’t over excessive and used appropriately. Otherwise it’s your average dark themed anime style.Overall, I’d say it’s a mediocre show. Good enough to fill time, not good enough to recommend. Thought they almost recovered at the end until a forced edge-lord romance scene was placed in. I would watch a second season, but I’d rather the studio spent the effort on another more worthwhile show."
Dungeon Meshi,"I haven't watched anime for a long time and I'm back, one of the anime I watched is this.I saw the title so unique, I tried to watch it, I've finished watching it,In my opinionThe impression of the first episode is a good story, funny, dungeons, monsters, unique food, main characters who are not boring, and a relaxed fantasy story then I want to continue watching it.And I watched it until the last episode.From all the episodes, the four main characters have their own characteristics so that the story complements each other. I usually watch in Japanese but this time I also tried watching in...English and finished watching it and the voice actors are very good.Other characters in the story such as falin, izutsumi, other party and even the orc character make the story develop and good.The animation of each episode is very good such as when fighting monsters, resting, preparing to cook, dialogue when preparing to cook, it's fun to watch and often funny.The battle against monsters is very good from the preparation, before the battle, during the battle, after the battle.Thistle ""The Mad Sorcerer""  in this story is not boring either.Music (OST) is very pleasant to listen to according to the theme of the story every time I hear it I am reminded of the anime title.  OP/ED is good too.Overall, this fantasy anime very good to watch. recomended :)"
Turn A Gundam,"6.5/10 ~ Peak Gundam with some major flawsThis Gundam is truly Peak Gundam in terms of the story they are trying to tell, Animation, design, art direction and some character writing. And Making all Gundam Timelines diverge into this is something I can get behind. The fact that there are actual scenes of Industrial Age vs Space Age/ Mobile Suites and everything in between is wild, and you generally don't know what will actually happen which is a huge plus.I am a bit torn by this rating, I really really enjoyed this one... but my god was most of the viewing exsperiance for me jankey....- Only available in Sub- extremely hard to find online anywhere legally and you have to purchase expensive DVD's or Bluerays- streams of this are hard to find- no reliable torrents are available- horrible pacing- bad ending- main character is flat and bland, but kinda cute lmfao- almost every romance just happens and makes no sense- what show/time line is Corrin from, this will haunt me- I still dont understand the inclusion of the turn x, atleast they said the name was dumb in the show lol- BBEG is just a guy... why does every Gundam end in a sword fight out of mech lolThat being said this has to be the worst Gundam as far as Pacing, things just happen left and write for no explanation, The very beginning and end truly suffer from this. The ending which is about the last 2-3 episodes has a season worth of content of event that happen. The final battle just kinda ends with no real explanation, and the final sequence of where all the charecters end up are just random scenes, many of which don't feel like they really belong to anything in particular. This one really could have used a better story board director, I would assume that they ran out of time at the end or planned poorly to fit the story into a neat 50 box, which is crazy when you realize there are recap episodes in there as well.Unlike other Gundam Series that preach over and over again that kids shouldn't go to war, and morality. But rather how idiotic the government, Military and low key men can be. Especially when the military thinks it knows best, how that can be ironic and hypocritical to their motives and actions, and how power can corrupt.Like Every other Gundam series that was smooshed down into a recap movie series, I couldn't imagine this or any of the others a good watch especially for a first time, so I would skip those and just commit to the whole series.I left this one as one of the last Gundam's to watch as I thought I would want to understand all the foreseeable references to the past series I knew this was chockfull of. Past all the Zakus and the fact there is a ZZ Mobile suite, in the form of the Kapool (AMX-109 Capule), and some random flash back scenes that honestly do not impact a single thing in the story if you do not understand them... nothing here is even really that enhanced other then that you know that the Kapool should be pained Blue lolSo dont feel like you have to watch 100's of hours of Gundam to watch this... hell this one is so stand alone it could be the only Gundam you ever watch."
Another World,"JUST A QUICK ADVICEWATCH THIS BEFORE THE MOVIEThe order you watch both this OVA and Movie will change your perspective on the Main Character.I am so glad that I listend to a random youtuber's advice to watch the OVA before the movie and it might've been the wrong intentions of the author but you will understand everything about the movie more clearly without massive spoilers and because the movie will be a great end to this watch order because of the good ending while if you watch this OVA last, you will only see his depressing struggles with no reward.Depending on which order you watch...first, you will side to either the younger or the older MC, since this OVA focuses on the older MC you will understand his actions more and how much he has gone through, but if you watch the movie first, you will side with the younger MC and only see the older MC as just a villian which is absolutely misplaced anger.FINAL CONVINCING :Its only 3 episodes 20 minutes each and even available on Youtube.I hope im not too late and you already watched the movie, but if you ever decided to rewatch the movie, follow this amazing order."
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Upon rewatching this for the first time since probably 2019, I’m proud to say it holds up as well as expected. Being a few years wiser and well removed from high school at this point, this definitely doesn’t hit as hard as it used to and seems much more angsty than I remembered. But… Hachiman and the show are intentionally written that way. It’s a coming of age story after all and from the perspective of a doomer teenager who still has a lot to learn.So what we get over the course of the season is him gradually coming out of his shell and...learning to become a more sociable person, even if he still remains quite stuck in his ways. Snafu isn’t much of a romance show in this first season, but mostly a comedy slice of life. Which is perfectly fine. It’s slow paced, but deliberately lined up to have bigger things happen later on.What we establish here is the main cast of characters and their quirks. There are definitely lesser characters who are stereotypes and not with much depth.For example, we get a token Chūnibyō and a Fujoshi, who are effective comic relief but not necessary at all. The core characters are very good though. Both romance leads, Yuki and Yui are very likable and have surprising layers to them in this first season. Their optimist and pragmatic outlooks serve for a very interesting contrast and both have great chemistry with Hachiman.He’s a refreshing protagonist because he’s relatable and highly flawed. He’s also not a blithering idiot or a doormat like most Harem MCs. I do have some minor criticisms of the first season, but frankly they’re not worth mentioning. Great first season.I’m looking forward to seeing the secondary cast fleshed out and actual romance."
"Bye Bye, Earth","A confusing, and wild ride. Bye Bye World is an anime filled with wonderful art, a great soundtrack, unique and interesting power systems, excellent world building, great characters, emotion, and a fascinating story. All things that would make it a masterclass anime, yet it has one grand flaw. The story is confusing and completely unexplained.The overall design of the show is wonderful from the character appearances, personalities, world design, art style, color schemes used, music, and voice acting. The characters are very detailed and look amazing, their swords and weapons, which serve as an extension of the characters, show just as much detail as...the main characters. The sounds of the show be it the ambient sounds of the environment, the music played or sung, and the voice acting is splendid. The soundtrack is excellent.The power system within the show is relatively unique incorporating music and marching band formation into it. This system does not only include combat as singing is used mainly to create, repair, or control things within the world. The combat system also incorporates swordsmanship and magic. The swordsmanship is relatively realistic with more choreographed stances and fighting rather than random swinging. The combat includes excellent swordplay and visually appealing magic.The character development and romance are ehh. Most of the development is, much like the story, not progressed too much and that which is isn’t explained all that well. It is hard not to grow attached to the many characters within the show. Most characters and character stories at the end of the story so far are bitter or gloomy so don’t expect a happy ending yet.If you can overlook a somewhat confusing and completely unanswered story, then this show will not disappoint. I cannot recommend this show entirely since many will be turned off by the confusing and non-explained story. If you are fine with that idea and just want to watch a good anime, then this one is a great choice. Although the main downside of this show is the confusing story, season 2 has already been confirmed so maybe things will make more sense then!"
MF Ghost 2nd Season,"It could always be worse... That's Excatly what MF Ghost season 2 is.... WORSEIf you want more Initial D then watch Miami Guns Episode 4 which is a whole ass Parody of Initial D, with CGI cars rendered in the exact same way as Initial D season 2 and this was made in the year 2000 and its more faithful hella funny and a really good throwback to Initial D, MF Ghost IS NOT.Season one was bad but somehow it went over a lot of peoples heads. This season is more like the later seasons of original Initial D where cars start teleporting and doing...wacky shit and Takumi's character development stopped.  Then again the MC of MF Ghost never had character development he's already perfect. This is just more lame incredibly long drawn out circuit racing with way too much non-character development injected into each episode.Like I said before watch Miami Guns Episode 4 if you what some funny as hell Initial D Parody action, don't watch MF Ghost season 1 or 2"
Fumetsu no Anata e,"This anime is probably the biggest fall-off I have ever seen.The first few episodes were genuinely some of the most interesting beginnings of a show. The concept and story was very unique and fantastic to watch. An honest 10/10 show from the get-go. Then it fell off. Fell off hard. It managed to go from a 10/10 to a low 6/10 by the end. The story branched off into weird stuff and no longer had what made it so good. It became a boring show with predictable scenes, eye-rolling annoying characters, and bad/lame stories.Highly disappointing show and very frustrating to see what could've been a...masterpiece fall off so hard.I would not recommend wasting your time watching this show except for the first few episodes."
One Piece: Gyojin Tou-hen,"Absolute ass! As one may know perfection is not in human nature, however human could come as close as 97percent of perfection. By having experience, knowledge, imagination, creativity and critical thinking.To think they could fumble hard on such a simple work was not on my radar. From not being able to give a proper flow, to cutting important manga panel ( they cut my beloved Hancock panels (*sob, sob).AnimationThe first episode was good in term of animation. But afterward it got below average for some reason. Maybe they are saving for later episodes (fighting episodes?) Which is better than nothing, I...guess.Even though toei has been letting down one piece from the start. Yes from the start. If it weren't for them one piece could have been so much popular, however it may be the time, finally for one piece to go seasonal, Finally. Tears in my eyes of happiness. (The good thing that came out of this).Should you watch it?Absolutely! It's new one piece content baby. The opening and ending are new and good. Can't I use emoji here?"
Kimetsu no Yaiba: Hashira Geiko-hen,"very meh arcWhile the training arc is kind of cool and there are good moments all throughout, all in all, its kind of boring. The last episode does get you hyped for the next arc though, but that's kind of the problem in itself, the next arc doesn't come out for some time.So this arc: while probably great in the grand scheme of the story, was overall, kind of like a giant beach episode where nothing really happens, except the setup for the next arc.Great animation still and tanjiro is still the goodest of boys, and it does do some character development here and there,...not a bad arc but there was nothing of significance that happens until the last episode."
Kami no Tou: Koubou-sen,"Maybe I didn't notice how bad season 2 first cour was because I saw a review saying the exact opposite BUT, I loved that, nothing rubbed me off the wrong way or weirded me out. Meanwhile this after the second episode was almost unwatchable. All episodes were slideshows of faces just spouting their lines and somehow they managed to even have the fighting scenes play out that way, characters very often become doodles and lose their quality and the dialogue is so rough I'm getting physical pain from trying to convince myself it's not as bad. I absolutely loved s2c1 and like how the story...progresses here but it's adapted and animated in such. a. bad. way. it's ridiculous. And that is very specifically after the battle to board Archimedes concluded, up until then I'd noticed nothing."
Skip to Loafer,"Skip and Loafer shows that you can excel with just the basics. The characters act like human beings. Words that end with -dere are abandoned in favor of writing actually good characters. Each character has their own colorful and interesting personality and they interact like real human beings would. The characters also stay true to their personality and act accordingly. It is great that a writer finally got rid of the stupid one-trait characters that only do one thing.There is no crazy premise or story with time-travel or whatnot. The setting is just a normal high school setting. Life is chill and there are no...crazy stakes like death, poverty or world ending disaster. There is just the normal high school drama and their usual social interactions like friendship, conflict, school and events.However, Skip and Loafer skillfully makes this interesting to watch. You see the effort characters expend to connect with each other. There is sometimes friction due to misunderstandings, jealousy or malice. Other times, friendships grow due to positive experiences between people. There are no deadly stakes, but there are stakes which matter and are relatable. People aren't instantly friends but their relationships develop based on their experiences.The main characters and their interactions specifically sell the show for me. This is not a story of boy meets girl and instantly they fall in love. In fact, the romance aspect is sparse here. Sousuke himself is very socially adept and knows how to deal with others. However, he is cryptic and hides his true thoughts. Of course, you can infer how he feels a lot of the time due to his behavior and tone, but he will always politely smile and try to hide his true self. He becomes friends with his opposite, Mitsumi. She is transparent, headfirst and a little socially awkward. She interacts with people in good faith and speaks her mind.My personal analysis is that Sousuke becomes friends with Mitsumi because he feels comfortable speaking with someone who has no ulterior motives. Mitsumi becomes friends with Sousuke because she enjoys their time together and she learns more about social norms through him. It is a very interesting dynamic and it makes perfect sense why they would be friends.Sousuke's cryptic personality drives the story forward due to the viewer's knowledge that he is hiding something, especially when he deflects some questions. On the other hand, Mitsumi drives the plot forward in a ""hero's journey"" kind of way. The viewer knows her goals and you watch her try to achieve them. In a sense, Sousuke is the ""mystery"" aspect of the show and Mitsumi is the ""straightforward journey""The show relies on ""show don't tell"". Sousuke doesn't say ""My polite smile hides what I truly think."" You see it through the changes in his voice, how he talks, how he behaves, how talkative he is, etc. In fact, it is impressive how they took a character who is supposed to be cryptic and they made him subtly change his behavior based on what he is feeling. The rest of the cast operates in a similar way. Sometimes you can infer their motivations just by how they phrase their sentences or how they act.There is nothing crazy but the creators have made a great show. I hope there are more seasons. I gave this 8/10 in my personal list purely because I had to rate it lower than certain other shows and movies, but it easily deserves a 9. This is my favorite anime romcom."
Arifureta Shokugyou de Sekai Saikyou Season 3,"Arifureta is an anime known to many as isekai harem trash, and if not so much any more, it definitely was known for that when season 1 came out, but comparing this to the similar kind of isekai shows with an overpowered MC and a bunch of girls fawning over him that have come out in the past few years, this hits different. This is proven by the very fact that it has received a 3rd season, something a generic isekai could never do. I hope.A lot of these kinds of shows suffer from either bad character writing or weird pacing, and sometimes both of...those put together with eerie animation on top of it. By bad character writing I mostly mean MC's going through something similar that Hajime went through, some kind of betrayal or bullying, and then they still somehow have the highest principles of morality and somehow end up forgiving everybody, basically they are painted as the most forgiving, nice and kind characters and do things humans would never do in their situation.This show thankfully doesn't suffer from that, even in season 3. It knows what it is and who's the audience. Hajime went through bad betrayal, almost lost his life, and that is reflected on how he acts going forward. He values people who he cares about or is close to and doesn't give a damn about anybody else. In addition he doesn't act all edgy and ''above everybody'' for no reason, he knows he's strong because he has defeated labyrinths.The same goes for the girls around him, they are not there for a nonsensical reason, almost all of them are around him with a good explainable reason. Almost, because Kaori liking him was kind of like in any other isekai. But then again, it's not like Hajime has an uncontrolled ego, he always prioritizes Yue and tries to keep it that way, he doesn't go for every girl just because he has a chance to, Hajime has set in stone values, and that is reflected even in season 3.In terms of pacing, Arifureta definitely feels about average or maybe even a bit more fast-paced, which is definitely better than most of the isekai anime nowadays, that set out some random goal, and in the end nothing happens and you feel like the story didn't progress at all, or they skip over half the plot and leave the watcher with only questions, but it is already season 3 after all, so maybe the pacing is right and I just don't want this show to end, either or. Arifureta's story feels meaningful, actual progress gets made, and new powers discovered, although this show definitely deserves a few episodes for deeper worldbuilding, especially since it's already the 3rd season and the people who didn't enjoy the show have already left. As it seems by the pacing though, most likely not all volumes will be adapted into season 3, meaning we might just get a 4th season.Altogether, season 3 is the continuation of the story and it seems to keep getting better. The Haulia tribe arc was great, and as it's only at episode 6 at the time of writing, one can only hope that the ending of this season doesn't miss.TL;DRThe show doesn't deserve the bad rep it seems to get, as it's character writing and worldbuilding are miles above most other similar isekai. Season 3 is great and for anybody who enjoyed the first 2 seasons, this is a treat."
Plastic Memories,"Plastic Memories tries to tell a very serious story in the dumbest way possible, through very anime-esque tropes. Isla is the shy girl, Tsukasa is the very safely played dense protagonist who is polite and gets embarrassed, Michiru is the tsundere, so on and so forth. This usually isn't a problem when you're writing a trashy harem just to sell its porn afterwards. However, it is a problem when you want me to take the story as a very serious drama.The show TRIES to tug on your heartstrings, but it's not possible to get attached to very cliche tropes. When you want me to be...invested in a character, I have to see meaningful interactions and their relationship build up. I won't feel involved just because you slapped the main character tag on them and spent 90% of the screen time showing Isla being shy. I can't take the show as seriously as they want me to, especially when all Isla does is ""uwu"" and all Michiru does is ""b-b-baka"". The show has to make the characters feel like they matter. It has to show them do stuff, have dialogue, have experiences. It doesn't do much of that.The two main characters are possibly the worst combo for a viewer experience. A shy girl and a polite, safe protagonist. Two character archetypes that avoid anything happening. Consequently, the romance is them being embarrassed on screen and not doing anything meaningful. I don't recall any meaningful conversations. There's one backstory that they tease the entire show for Isla. That backstory is so mediocre that once you reach its conclusion all you could think is ""That's it? That's the crazy story I've been waiting for?""It also feels like Tsukasa doesn't really feel any stakes. If you told Tsukasa you planted a bomb under his bed that will detonate in 3 days, he will spend 2 days doing his business as usual and then at the last 3 minutes he will panick that a bomb will blow up his bed. Tsukasa somehow feels less invested in his own life than the viewer.For a romance show, I really did not feel like there was much romance. I can't remember any meaningful interaction between Tsukasa and Isla. Nothing moves their relationship forward. They don't try to move it forward. It feels like even after months of dating, they are still distant coworkers. Isla just goes ""uwu Im shy"" and Tsukasa says ""haha ok I am polite and passive and will do nothing."" After 13 episodes, it feels like not much has happened."
Nageki no Bourei wa Intai shitai,"Light version of My Eminence in shadow, basically the same tropes of MC leading an organization, with that incidental facade of acting very smart and strategic, when in actuality everything just happens to end up well, as ""planned"", because of either luck, or everyone else who's actually smarter/the real brains of the operation assuming control and working on some implied grand strategy in place by the MC, and making it all work accordingly.Tho, in every aspect this series feels as of lower quality compared to Eminence in Shadow, from character development, world building, through pacing and the structure of each episode itself. Even while having...some points of its own, it feels rushed, not giving the proper amount of time to build up scenes, plots and conflicts, and just either skipping or rushing important things, making it all fell off as lacking in impact.This will be one of those shows who tries too much to be like something else and fails at being its own thing. Passable mid, but completely forgettable."
Hundred,"Note to self:Contains good character designs. Good fan service, mostly through the costumes.Characters don't get a lot of room to grow, because there is only one season. It feels like they could have made more seasons with season one as a good starter. No real cliffhangers or impetus to continue though, aside from more fun with the crew and the occasional jiggle service.The cast is likable enough, but doesn't rise much above their stereotypes.The short of it:Jiggles with guns on a boat!Watch again? No need to see the show again, but was nice to see at least once."
Look Back,"""Look Back,"" a poignant short film based on Tatsuki Fujimoto's story, is a stirring exploration of artistic ambition, friendship, and the ever-present question of why we have the passion to create. Fujimoto, renowned for the visceral energy of Chainsaw Man, shifts gears here to deliver a deeply personal narrative that feels intimate and universal all at once.The story follows Fujino Ayumu, a young aspiring mangaka whose life revolves around the obsessive pursuit of her craft. Fujino pours her heart into creating manga strips for the school paper, basking in the admiration of her classmates and teachers. Her world, however, is upended when another student, Kyoumoto,...quietly enters the scene. Kyoumoto, a reclusive genius with a stunning artistic flair, is granted one of Fujino’s coveted manga slots in the paper. The mere existence of Kyoumoto ignites a spark of envy and determination in Fujino, driving her to hone her skills with relentless dedication.This rivalry transforms into a tender friendship when Fujino, tasked with delivering Kyoumoto's graduation certificate, ventures into Kyoumoto’s world. Their meeting is a turning point, as the two bond over their shared love of storytelling and commit to working together. The film’s portrayal of their collaboration is a joy to behold, with heartfelt montages that celebrate the growth of their artistry and their evolving camaraderie. The animation here is a marvel—not flashy, but meticulously hand-crafted, with an understated beauty that mirrors the simplicity and purity of the characters' journey.To delve further into the plot would spoil the emotional weight of the story’s latter half, but suffice it to say, life’s inevitable shifts take their toll. Kyoumoto chooses to pursue art college, while Fujino presses forward with her manga series. What follows is a meditation on perseverance, loss, and the enduring power of creation, even in the face of life’s uncertainties.""Look Back"" isn’t just a coming-of-age tale; it’s a reflection on the artistic spirit. Fujimoto dares to ask the open-ended question: why do we create? The film’s answer is as layered as it is profound. Whether it’s for connection, expression, or the simple joy of making something that didn’t exist before, ""Look Back"" reminds us of the transformative power of art and friendship.It’s rare to find a film that can elicit shock, wonder, and quiet introspection in equal measure. Look Back is one of those rare gems—a simple yet brilliant ode to the beauty of creation and the bonds we form along the way."
Ginga Eiyuu Densetsu Gaiden,"Still extremely unnecessary, and until the latter half, doesn’t really add much to the lore and character depth of Legend of the Galactic Heroes, but it’s still great to spend more time with these characters and see even a little more of the series’ fabulous worldbuilding. The main appeal is definitely the focus on the Rosen Ritter regiment, of which it does a lot to explain the purpose and evolution. If there’s any weaknesses, it’s that the first three arcs are largely uninteresting and serve mainly to demonstrate Reinhard’s ascension through the ranks, but eventually this prequel finds its feet, and though I’m still adjusting...to Yang’s new voice actor, it’s great to see him back!"
Kidou Senshi Gundam: Cucuruz Doan no Shima,"Unbelievably fun. Beautiful animation, beautiful robots. Wish I got to see the white base more but I get why they weren’t in it as much. Marcos was good but I wish Cara his character instead. The music was really good too. Sleggar was a lot better here, and Bright’s character improved tenfold with the more expressive animation. Villain team was meh but the island residents made up for it. Fraw Bow was also really good despite having like six lines the whole movie. Kai Shiden and Hayato Kobayashi, mayors of losertown, got their asses beat by a goat. I wish the secondary pilots didn’t get...the floor mopped with them, and that the fight scenes were longer in general, but that’s not a huge deal IG."
